date,motelId,LoSa,price
05-12-06-2016,0000005,CA,0.62
10-08-06-2016,0000008,US,0.49
10-27-05-2016,0000007,CA,0.96
04-14-09-2015,0000006,US,1.71
17-02-09-2015,0000005,CA,1.38
13-22-03-2016,0000010,CA,1.35
22-20-12-2015,0000006,MX,1.15
02-14-12-2015,0000009,MX,0.91
08-08-12-2015,0000001,CA,0.00
13-06-12-2015,0000007,MX,2.06
17-05-12-2015,0000009,MX,1.32
10-03-12-2015,0000007,MX,0.91
17-25-11-2015,0000004,CA,0.57
08-17-11-2015,0000002,CA,0.00
13-27-08-2015,0000005,US,1.97
06-24-08-2015,0000005,MX,0.54
06-22-05-2016,0000003,CA,1.76
20-17-05-2016,0000007,US,1.74
19-16-05-2016,0000003,US,0.80
10-13-05-2016,0000009,MX,1.96
02-18-08-2015,0000001,MX,0.34
06-17-08-2015,0000001,MX,1.90
16-12-08-2015,0000008,MX,0.93
19-07-08-2015,0000002,US,0.88
22-05-03-2016,0000003,US,1.66
01-05-03-2016,0000003,CA,1.50
18-02-03-2016,0000008,CA,0.42
11-10-11-2015,0000009,US,0.55
15-12-02-2016,0000004,US,1.61
13-12-02-2016,0000008,CA,2.06
02-12-02-2016,0000009,CA,1.93
11-10-02-2016,0000003,MX,0.40
15-04-11-2015,0000007,MX,0.69
10-02-08-2016,0000005,US,1.77
18-01-05-2016,0000008,CA,1.20
16-29-04-2016,0000004,MX,1.09
13-23-04-2016,0000004,MX,2.06
17-25-07-2016,0000003,MX,1.64
04-21-07-2016,0000005,MX,1.59
19-31-01-2016,0000001,CA,1.31
05-17-07-2016,0000005,CA,1.61
04-14-07-2016,0000008,CA,0.80
16-13-07-2016,0000004,US,1.47
07-24-01-2016,0000008,CA,0.73
04-23-10-2015,0000008,US,0.31
10-14-04-2016,0000010,US,1.82
17-13-04-2016,0000010,MX,1.16
01-12-04-2016,0000007,MX,0.00
12-18-10-2015,0000008,US,1.83
10-15-01-2016,0000004,MX,1.82
17-15-10-2015,0000005,MX,0.52
01-05-04-2016,0000002,MX,1.00
17-02-04-2016,0000010,US,0.88
19-31-03-2016,0000009,CA,0.71
22-30-03-2016,0000008,US,1.79
08-28-03-2016,0000009,MX,0.86
22-25-03-2016,0000004,US,1.84
12-20-06-2016,0000001,CA,1.02
07-19-06-2016,0000007,MX,2.08
03-07-10-2015,0000003,US,1.13
10-05-10-2015,0000010,CA,0.92
11-04-10-2015,0000005,US,0.00
02-25-12-2015,0000008,MX,1.17
02-10-06-2016,0000004,MX,0.87
03-09-06-2016,0000004,CA,1.65
03-08-06-2016,0000008,US,2.05
13-03-06-2016,0000008,CA,1.67
15-02-06-2016,0000008,US,0.00
05-30-05-2016,0000004,MX,1.81
20-22-09-2015,0000002,CA,1.65
08-20-09-2015,0000005,US,1.89
03-20-09-2015,0000009,MX,2.06
11-14-09-2015,0000008,US,0.99
17-02-09-2015,0000005,US,1.37
22-14-03-2016,0000009,CA,1.58
13-12-03-2016,0000004,US,0.00
20-18-12-2015,0000001,CA,1.75
08-24-05-2016,0000005,US,1.89
09-07-12-2015,0000008,US,1.08
15-05-12-2015,0000006,CA,0.55
07-04-12-2015,0000007,CA,0.46
15-02-12-2015,0000007,CA,0.43
11-17-05-2016,0000005,CA,1.58
13-14-05-2016,0000005,CA,0.00
10-09-05-2016,0000001,US,0.42
09-21-08-2015,0000004,CA,1.15
18-12-08-2015,0000010,MX,0.39
06-11-08-2015,0000007,MX,0.37
16-04-03-2016,0000006,US,2.03
19-12-11-2015,0000006,CA,1.13
19-01-03-2016,0000002,MX,0.92
07-22-02-2016,0000006,MX,1.84
03-17-02-2016,0000008,CA,0.34
05-04-02-2016,0000009,US,1.10
10-29-04-2016,0000006,US,1.64
02-29-04-2016,0000008,US,0.00
21-24-04-2016,0000002,US,1.13
22-22-07-2016,0000005,MX,1.20
01-19-07-2016,0000004,US,0.85
03-16-07-2016,0000001,US,1.11
04-29-01-2016,0000005,MX,1.50
05-15-07-2016,0000003,US,1.39
16-21-01-2016,0000008,MX,0.82
14-28-10-2015,0000004,CA,0.95
18-26-10-2015,0000004,US,1.28
01-06-07-2016,0000009,US,0.99
20-04-07-2016,0000004,MX,1.04
08-17-04-2016,0000010,CA,1.23
07-20-01-2016,0000003,CA,0.47
06-16-04-2016,0000009,CA,0.90
13-13-04-2016,0000003,MX,0.72
13-19-10-2015,0000004,CA,0.94
13-10-04-2016,0000010,MX,1.95
08-08-04-2016,0000008,MX,1.25
00-05-04-2016,0000009,US,0.37
19-02-04-2016,0000002,MX,0.92
06-01-04-2016,0000001,US,2.04
10-25-03-2016,0000001,US,0.97
13-06-01-2016,0000002,MX,1.50
22-19-06-2016,0000008,MX,1.15
14-08-10-2015,0000007,CA,1.64
05-03-01-2016,0000009,MX,1.04
19-14-06-2016,0000001,US,0.50
10-01-01-2016,0000003,CA,1.42
21-13-06-2016,0000001,CA,1.62
09-27-09-2015,0000002,US,1.74
13-09-06-2016,0000006,CA,0.35
12-06-06-2016,0000010,US,0.59
05-01-06-2016,0000007,US,0.39
13-22-09-2015,0000005,US,2.09
03-20-09-2015,0000009,CA,1.92
00-10-09-2015,0000001,CA,1.14
06-04-09-2015,0000004,US,0.00
19-03-09-2015,0000005,MX,1.74
06-19-03-2016,0000010,US,0.00
00-17-03-2016,0000004,US,0.57
11-12-03-2016,0000004,MX,0.00
19-11-03-2016,0000001,US,0.33
19-11-03-2016,0000001,MX,1.50
00-17-12-2015,0000010,MX,1.00
22-24-08-2015,0000006,CA,0.73
19-15-05-2016,0000002,US,0.93
16-07-05-2016,0000007,US,2.03
06-07-05-2016,0000007,MX,1.02
12-16-08-2015,0000004,CA,1.93
03-16-08-2015,0000007,US,0.35
23-09-08-2015,0000010,MX,1.56
09-09-03-2016,0000004,US,0.60
19-03-03-2016,0000009,MX,0.31
02-02-03-2016,0000008,US,1.22
02-10-11-2015,0000005,US,1.41
07-29-02-2016,0000005,CA,1.33
09-27-02-2016,0000008,MX,1.51
18-25-02-2016,0000008,MX,1.95
08-21-02-2016,0000003,CA,1.47
11-20-02-2016,0000009,US,0.00
12-19-02-2016,0000006,MX,1.20
17-16-02-2016,0000009,US,1.10
04-13-02-2016,0000007,US,0.00
15-04-08-2016,0000004,US,0.63
02-05-05-2016,0000007,CA,0.72
06-28-04-2016,0000004,CA,0.88
23-28-07-2016,0000004,CA,0.76
23-28-07-2016,0000009,CA,0.96
18-28-07-2016,0000008,CA,1.88
06-27-07-2016,0000001,CA,0.82
09-23-04-2016,0000003,MX,0.38
04-25-07-2016,0000003,MX,0.37
05-20-04-2016,0000008,US,1.47
09-19-07-2016,0000004,CA,0.36
18-29-01-2016,0000006,CA,0.62
14-29-01-2016,0000001,US,0.90
22-18-04-2016,0000009,CA,1.16
18-20-01-2016,0000007,CA,1.12
20-11-07-2016,0000003,US,0.57
01-09-07-2016,0000003,US,1.58
03-27-10-2015,0000001,CA,1.26
06-07-07-2016,0000004,US,0.46
08-17-04-2016,0000010,US,0.47
21-14-04-2016,0000008,US,1.75
07-14-04-2016,0000004,CA,0.67
04-10-04-2016,0000001,CA,0.71
19-15-01-2016,0000001,CA,0.64
15-14-01-2016,0000002,MX,1.79
11-03-04-2016,0000004,US,1.59
22-07-01-2016,0000002,US,2.01
12-30-03-2016,0000009,CA,0.50
15-28-03-2016,0000008,MX,1.88
07-27-03-2016,0000003,CA,0.80
00-28-06-2016,0000002,MX,0.60
16-06-10-2015,0000009,MX,1.06
06-30-09-2015,0000004,MX,1.68
21-28-09-2015,0000002,US,0.67
00-25-09-2015,0000002,MX,0.00
02-10-06-2016,0000004,US,1.05
16-07-06-2016,0000008,MX,0.97
06-26-05-2016,0000009,MX,0.40
15-22-09-2015,0000004,CA,1.78
01-15-09-2015,0000004,US,0.00
01-15-09-2015,0000010,US,0.76
01-14-09-2015,0000009,CA,1.28
04-13-09-2015,0000001,MX,1.83
23-06-09-2015,0000009,MX,0.34
08-24-03-2016,0000009,MX,1.53
13-22-03-2016,0000010,MX,0.46
16-21-03-2016,0000010,CA,0.53
22-19-03-2016,0000003,MX,1.72
07-15-03-2016,0000006,CA,1.17
17-17-12-2015,0000004,MX,0.41
17-13-12-2015,0000006,MX,0.38
21-30-11-2015,0000010,US,0.00
00-16-11-2015,0000009,US,0.44
18-28-08-2015,0000003,MX,0.00
06-26-08-2015,0000010,US,1.27
04-26-08-2015,0000010,US,1.93
23-20-05-2016,0000001,US,2.03
20-18-05-2016,0000009,CA,0.75
01-18-05-2016,0000009,MX,0.93
01-17-05-2016,0000004,MX,2.10
15-15-05-2016,0000003,CA,0.95
21-14-05-2016,0000008,CA,1.88
21-07-05-2016,0000001,CA,1.40
09-10-08-2015,0000010,MX,0.00
22-08-08-2015,0000001,US,1.15
09-09-03-2016,0000004,CA,1.27
21-08-03-2016,0000008,CA,1.39
19-11-11-2015,0000002,CA,0.82
05-29-02-2016,0000001,MX,1.92
19-23-02-2016,0000003,CA,0.45
16-18-02-2016,0000008,US,1.17
05-14-02-2016,0000006,US,1.70
00-03-08-2016,0000003,MX,0.94
14-05-05-2016,0000008,US,1.67
17-29-04-2016,0000007,CA,0.74
23-27-04-2016,0000009,MX,1.25
19-28-07-2016,0000004,US,1.40
04-27-07-2016,0000005,CA,1.41
13-23-04-2016,0000004,CA,1.28
00-23-04-2016,0000010,US,0.97
14-23-07-2016,0000008,US,1.79
19-22-07-2016,0000003,MX,0.96
11-20-07-2016,0000002,CA,1.10
01-17-07-2016,0000006,US,0.86
17-20-01-2016,0000002,MX,2.05
13-28-10-2015,0000008,MX,0.68
11-09-07-2016,0000010,US,0.00
22-24-10-2015,0000009,MX,0.49
19-10-04-2016,0000001,US,0.40
22-16-10-2015,0000003,MX,0.00
23-14-10-2015,0000004,US,1.75
18-05-04-2016,0000006,US,0.52
04-05-04-2016,0000007,MX,1.17
09-10-01-2016,0000006,MX,1.23
11-12-10-2015,0000008,US,0.00
06-11-10-2015,0000007,CA,1.08
14-28-03-2016,0000001,CA,0.47
06-25-03-2016,0000003,MX,0.00
13-20-06-2016,0000002,MX,1.40
08-03-01-2016,0000002,MX,1.34
00-03-01-2016,0000004,US,1.76
19-14-06-2016,0000001,MX,0.70
09-26-12-2015,0000005,US,1.60
10-02-10-2015,0000006,US,1.95
09-30-09-2015,0000002,US,1.12
00-30-09-2015,0000008,MX,0.72
00-28-09-2015,0000010,MX,0.59
07-25-09-2015,0000002,CA,0.00
10-11-06-2016,0000003,CA,1.39
15-10-06-2016,0000003,MX,0.72
22-26-05-2016,0000002,MX,1.20
12-18-09-2015,0000005,MX,1.95
10-15-09-2015,0000004,US,2.00
11-14-09-2015,0000010,US,0.00
19-13-09-2015,0000004,US,1.39
11-13-09-2015,0000006,MX,0.00
06-21-03-2016,0000004,US,1.44
00-17-03-2016,0000007,CA,1.44
02-18-12-2015,0000003,MX,1.24
23-14-12-2015,0000002,US,1.75
19-13-12-2015,0000005,US,1.57
09-08-12-2015,0000005,CA,0.48
23-07-12-2015,0000009,MX,0.46
03-27-11-2015,0000004,CA,1.71
08-01-09-2015,0000009,CA,0.63
06-31-08-2015,0000003,US,0.54
19-20-05-2016,0000008,US,0.00
16-19-05-2016,0000009,US,1.99
10-13-05-2016,0000009,US,0.41
08-10-05-2016,0000002,US,1.67
16-08-05-2016,0000008,US,1.47
02-23-08-2015,0000005,US,0.57
12-17-08-2015,0000003,US,0.93
08-16-08-2015,0000001,MX,1.04
10-15-08-2015,0000009,US,0.58
13-10-03-2016,0000004,MX,0.95
16-09-03-2016,0000008,CA,1.34
21-08-03-2016,0000008,US,0.00
01-05-03-2016,0000006,MX,1.31
14-29-02-2016,0000002,US,1.30
05-27-02-2016,0000006,CA,1.13
16-09-02-2016,0000007,MX,0.43
21-05-02-2016,0000010,US,1.89
22-05-11-2015,0000003,MX,0.93
19-03-08-2016,0000008,CA,0.98
00-05-05-2016,0000009,MX,1.11
10-28-04-2016,0000010,MX,0.68
09-28-04-2016,0000010,US,0.81
07-24-04-2016,0000001,US,0.00
07-21-07-2016,0000001,MX,1.06
21-31-01-2016,0000006,US,1.66
12-15-07-2016,0000007,CA,1.26
13-28-10-2015,0000008,US,0.94
17-07-07-2016,0000006,CA,1.44
01-24-10-2015,0000005,US,1.87
13-04-07-2016,0000007,CA,0.53
08-01-07-2016,0000005,CA,0.00
23-14-04-2016,0000010,MX,0.90
00-14-04-2016,0000004,CA,1.13
20-19-10-2015,0000002,CA,0.38
00-17-01-2016,0000005,US,0.00
07-15-01-2016,0000002,CA,0.43
00-15-01-2016,0000008,CA,1.40
07-12-01-2016,0000001,CA,1.53
22-06-04-2016,0000005,CA,1.99
03-10-01-2016,0000002,MX,1.46
01-08-01-2016,0000002,MX,1.40
07-28-06-2016,0000006,MX,1.30
16-18-06-2016,0000006,US,0.93
00-05-01-2016,0000001,MX,2.06
19-14-06-2016,0000001,CA,1.08
13-03-10-2015,0000010,US,0.70
02-01-10-2015,0000001,US,1.86
15-26-09-2015,0000008,CA,2.08
13-24-09-2015,0000002,CA,1.12
19-24-05-2016,0000003,US,1.72
11-24-09-2015,0000001,CA,1.15
21-10-09-2015,0000003,US,0.82
13-04-09-2015,0000001,CA,0.74
11-23-03-2016,0000003,MX,1.24
12-22-03-2016,0000006,CA,0.00
13-17-03-2016,0000008,MX,0.37
16-14-12-2015,0000004,US,1.49
16-14-12-2015,0000005,US,1.73
19-13-12-2015,0000005,MX,1.57
19-06-12-2015,0000002,US,1.42
13-06-12-2015,0000007,CA,1.29
03-03-12-2015,0000001,CA,0.69
00-20-11-2015,0000003,US,0.00
17-13-11-2015,0000005,MX,0.35
10-13-11-2015,0000008,MX,1.20
23-13-05-2016,0000006,US,1.57
16-22-08-2015,0000005,MX,0.31
05-22-08-2015,0000007,US,1.00
22-21-08-2015,0000002,MX,1.51
01-17-08-2015,0000009,CA,0.00
22-16-08-2015,0000008,US,1.06
20-16-08-2015,0000003,US,0.84
23-13-08-2015,0000009,CA,1.32
17-09-08-2015,0000010,US,1.96
10-05-03-2016,0000010,MX,2.07
10-12-11-2015,0000009,CA,0.99
04-12-11-2015,0000008,MX,0.87
21-01-03-2016,0000005,MX,0.79
16-22-02-2016,0000002,CA,0.32
08-13-02-2016,0000009,US,1.93
03-09-02-2016,0000007,CA,1.74
00-04-02-2016,0000005,MX,0.00
18-03-11-2015,0000002,CA,0.87
09-29-04-2016,0000009,CA,1.32
14-28-07-2016,0000002,US,1.06
23-22-04-2016,0000008,CA,1.71
17-23-07-2016,0000002,US,0.45
17-23-07-2016,0000006,US,0.65
10-20-04-2016,0000007,US,1.20
04-18-04-2016,0000005,MX,0.32
00-25-01-2016,0000006,MX,1.04
22-28-10-2015,0000001,CA,1.86
03-28-10-2015,0000004,MX,1.41
20-26-10-2015,0000002,MX,1.69
11-26-10-2015,0000005,US,0.36
07-25-10-2015,0000007,CA,1.52
02-25-10-2015,0000003,MX,1.64
09-23-10-2015,0000007,CA,1.53
23-16-04-2016,0000008,MX,0.66
14-21-10-2015,0000008,MX,0.00
09-18-01-2016,0000005,CA,1.29
21-20-10-2015,0000001,US,1.93
12-29-06-2016,0000006,US,1.84
16-07-04-2016,0000003,CA,0.88
01-18-10-2015,0000002,CA,1.87
19-17-10-2015,0000004,CA,1.22
17-13-10-2015,0000005,US,1.62
17-04-04-2016,0000007,US,1.43
15-23-06-2016,0000003,US,1.13
11-18-06-2016,0000002,CA,1.66
08-03-01-2016,0000002,CA,0.75
07-06-10-2015,0000002,CA,1.49
19-27-09-2015,0000003,US,1.42
21-05-06-2016,0000007,US,0.86
00-05-06-2016,0000006,CA,0.42
07-28-05-2016,0000010,US,1.32
00-20-09-2015,0000009,CA,0.74
13-15-09-2015,0000001,US,1.86
13-02-09-2015,0000009,US,1.96
05-23-12-2015,0000007,MX,0.77
14-18-03-2016,0000002,CA,1.28
00-17-03-2016,0000004,MX,0.86
21-16-03-2016,0000004,MX,0.31
04-22-12-2015,0000004,CA,1.83
05-10-12-2015,0000006,CA,1.64
19-04-12-2015,0000008,MX,0.31
06-03-12-2015,0000009,CA,1.11
05-02-09-2015,0000002,US,0.83
19-14-11-2015,0000009,US,1.02
08-16-05-2016,0000008,US,1.81
08-16-05-2016,0000008,MX,0.33
17-10-05-2016,0000009,MX,1.46
10-22-08-2015,0000009,US,0.46
17-10-08-2015,0000002,US,0.36
02-08-08-2015,0000006,US,1.42
10-27-02-2016,0000006,CA,1.47
11-20-02-2016,0000009,CA,1.08
18-14-02-2016,0000003,MX,1.29
08-14-02-2016,0000001,CA,1.07
23-04-02-2016,0000010,US,1.43
09-04-11-2015,0000008,MX,0.75
00-27-04-2016,0000003,US,0.58
06-28-07-2016,0000010,US,1.35
00-27-07-2016,0000008,MX,1.43
11-20-07-2016,0000006,MX,1.75
01-01-02-2016,0000009,MX,1.60
10-17-07-2016,0000005,CA,0.44
12-28-01-2016,0000002,US,2.03
00-24-01-2016,0000007,MX,1.46
08-10-07-2016,0000001,MX,0.56
08-17-04-2016,0000002,MX,1.21
19-16-04-2016,0000002,CA,1.75
03-19-01-2016,0000009,CA,0.72
01-21-10-2015,0000003,US,1.70
18-12-04-2016,0000005,CA,1.97
06-19-10-2015,0000007,US,0.84
04-19-10-2015,0000010,US,1.02
03-17-10-2015,0000003,US,1.74
22-14-10-2015,0000001,US,0.97
14-10-01-2016,0000006,US,0.46
16-12-10-2015,0000009,CA,1.11
17-05-04-2016,0000003,MX,1.33
22-30-03-2016,0000008,CA,2.01
11-19-06-2016,0000007,MX,1.00
02-03-01-2016,0000010,CA,0.78
08-06-10-2015,0000007,CA,1.92
11-05-10-2015,0000007,US,1.78
18-13-06-2016,0000007,MX,0.54
21-27-09-2015,0000004,CA,1.01
10-09-06-2016,0000004,US,1.13
16-12-09-2015,0000010,MX,2.07
04-11-09-2015,0000005,US,0.88
15-05-09-2015,0000002,US,2.05
00-18-03-2016,0000004,US,0.83
16-14-03-2016,0000010,MX,1.74
02-20-12-2015,0000002,US,0.95
12-15-12-2015,0000002,US,0.53
19-13-12-2015,0000004,MX,1.10
14-11-12-2015,0000010,MX,1.18
00-04-12-2015,0000008,CA,0.96
14-02-12-2015,0000004,CA,0.89
23-27-11-2015,0000007,US,0.66
00-20-11-2015,0000003,CA,1.88
15-17-11-2015,0000004,MX,1.75
06-31-08-2015,0000009,CA,1.39
22-22-05-2016,0000005,CA,0.46
17-21-05-2016,0000010,MX,0.83
15-19-05-2016,0000008,US,1.29
22-13-05-2016,0000006,US,1.80
01-13-05-2016,0000007,CA,1.01
06-08-05-2016,0000008,US,0.41
13-16-08-2015,0000004,MX,0.58
17-13-08-2015,0000004,CA,0.00
08-10-08-2015,0000001,CA,1.89
09-07-08-2015,0000007,MX,1.86
08-08-03-2016,0000004,US,1.51
15-07-03-2016,0000002,MX,0.00
23-04-03-2016,0000009,MX,0.95
15-07-11-2015,0000004,MX,1.73
02-25-02-2016,0000001,CA,1.08
18-18-02-2016,0000004,CA,0.00
13-06-02-2016,0000007,CA,0.00
14-05-05-2016,0000002,US,2.07
13-02-05-2016,0000007,MX,1.30
03-02-05-2016,0000006,MX,1.11
17-30-04-2016,0000007,US,1.13
02-27-04-2016,0000004,CA,1.64
10-23-04-2016,0000007,CA,1.28
01-19-07-2016,0000003,CA,1.91
06-31-01-2016,0000010,US,0.73
10-18-07-2016,0000002,CA,1.17
10-29-01-2016,0000002,CA,1.62
08-18-04-2016,0000001,MX,0.63
09-06-07-2016,0000001,MX,0.51
04-05-07-2016,0000005,MX,0.43
12-30-06-2016,0000008,MX,0.96
05-30-06-2016,0000004,CA,0.00
12-16-01-2016,0000005,US,0.73
10-16-01-2016,0000004,CA,1.73
22-05-04-2016,0000010,CA,1.10
00-05-04-2016,0000009,CA,1.49
13-10-10-2015,0000005,CA,0.35
22-24-03-2016,0000004,MX,1.76
22-23-06-2016,0000001,MX,1.19
01-20-06-2016,0000007,MX,1.52
21-07-10-2015,0000002,US,1.69
22-04-01-2016,0000009,US,1.47
03-17-06-2016,0000009,MX,1.35
21-16-06-2016,0000002,MX,0.00
09-04-10-2015,0000004,CA,0.49
13-26-12-2015,0000004,US,1.88
11-26-12-2015,0000005,MX,1.75
06-26-12-2015,0000005,US,0.97
14-24-12-2015,0000002,MX,0.39
08-29-09-2015,0000008,US,1.03
02-29-09-2015,0000002,US,0.51
14-26-09-2015,0000003,CA,2.04
14-26-09-2015,0000007,US,0.45
00-25-09-2015,0000010,MX,1.49
18-08-06-2016,0000010,MX,0.60
00-07-06-2016,0000010,MX,1.17
11-04-06-2016,0000004,MX,1.73
04-28-05-2016,0000002,CA,1.75
21-19-09-2015,0000006,MX,1.81
13-09-09-2015,0000009,US,0.55
10-06-09-2015,0000001,CA,1.81
05-10-12-2015,0000005,MX,0.95
02-06-12-2015,0000004,CA,1.96
11-02-12-2015,0000010,US,0.95
03-19-11-2015,0000007,US,1.39
01-16-11-2015,0000004,MX,1.52
11-26-08-2015,0000001,CA,0.50
17-25-08-2015,0000008,CA,1.09
12-24-08-2015,0000003,CA,2.08
04-22-05-2016,0000004,MX,0.00
10-08-05-2016,0000006,US,0.74
14-20-08-2015,0000010,MX,0.60
02-18-08-2015,0000001,US,1.83
21-04-03-2016,0000010,CA,0.94
02-01-03-2016,0000004,US,0.41
18-09-11-2015,0000002,US,0.53
22-26-02-2016,0000004,US,0.00
17-26-02-2016,0000008,MX,0.47
15-26-02-2016,0000007,US,2.06
04-25-02-2016,0000008,MX,1.93
00-23-02-2016,0000003,US,0.36
07-13-02-2016,0000005,US,1.35
20-29-04-2016,0000002,MX,1.61
15-26-04-2016,0000008,US,1.33
09-25-04-2016,0000003,MX,0.48
01-25-04-2016,0000008,US,1.47
21-24-04-2016,0000002,MX,1.55
13-23-04-2016,0000004,US,1.80
03-25-07-2016,0000003,US,1.48
22-16-07-2016,0000001,US,1.51
18-09-07-2016,0000002,US,0.54
13-04-07-2016,0000004,CA,0.41
22-02-07-2016,0000005,US,1.40
08-19-01-2016,0000005,MX,1.16
19-17-01-2016,0000001,CA,0.00
10-14-04-2016,0000010,CA,1.96
18-16-10-2015,0000004,CA,0.67
11-13-10-2015,0000005,CA,0.00
20-29-03-2016,0000009,CA,1.62
08-29-03-2016,0000010,US,1.27
23-25-03-2016,0000005,MX,1.04
10-25-03-2016,0000001,MX,1.90
05-25-03-2016,0000007,US,0.00
18-06-01-2016,0000008,MX,1.05
02-06-01-2016,0000009,CA,1.36
04-19-06-2016,0000005,CA,0.52
18-17-06-2016,0000002,MX,1.61
06-15-06-2016,0000002,MX,2.00
21-01-10-2015,0000008,MX,1.23
13-23-09-2015,0000004,CA,0.00
01-12-09-2015,0000003,US,1.20
22-10-09-2015,0000003,CA,0.00
23-21-03-2016,0000005,CA,1.76
17-15-03-2016,0000001,CA,0.77
10-15-03-2016,0000003,MX,0.90
22-14-03-2016,0000007,MX,1.98
13-13-03-2016,0000005,CA,0.92
22-11-03-2016,0000003,US,1.49
07-21-12-2015,0000003,MX,1.97
23-14-12-2015,0000002,CA,0.00
14-10-12-2015,0000006,MX,0.00
05-07-12-2015,0000010,US,2.02
21-30-11-2015,0000009,CA,1.30
18-29-11-2015,0000002,CA,0.38
16-15-11-2015,0000006,US,0.60
20-27-08-2015,0000006,US,0.32
11-26-08-2015,0000001,MX,0.72
11-14-05-2016,0000009,CA,1.45
01-12-05-2016,0000003,CA,0.65
13-22-08-2015,0000005,US,1.41
20-18-08-2015,0000006,MX,0.58
20-09-03-2016,0000003,CA,0.49
00-05-03-2016,0000001,CA,0.66
02-02-03-2016,0000007,MX,1.53
03-08-11-2015,0000002,CA,2.00
16-26-02-2016,0000008,MX,1.53
22-06-11-2015,0000002,MX,1.26
13-15-02-2016,0000006,CA,1.39
04-13-02-2016,0000007,MX,0.89
04-13-02-2016,0000008,US,1.70
01-13-02-2016,0000008,MX,1.96
02-09-02-2016,0000004,CA,1.18
15-04-08-2016,0000004,MX,1.64
06-03-08-2016,0000003,MX,1.05
12-04-11-2015,0000008,MX,0.00
10-01-08-2016,0000008,CA,0.52
14-28-04-2016,0000009,CA,1.14
14-23-04-2016,0000003,MX,1.58
17-25-07-2016,0000003,CA,1.77
17-22-07-2016,0000001,MX,1.09
07-19-07-2016,0000009,US,0.66
23-18-07-2016,0000010,CA,0.58
02-01-11-2015,0000004,US,0.00
06-30-01-2016,0000004,US,0.86
21-23-01-2016,0000005,CA,0.42
05-04-07-2016,0000004,MX,0.51
21-03-07-2016,0000010,MX,1.56
18-18-01-2016,0000010,MX,0.00
13-20-10-2015,0000004,US,0.71
20-15-04-2016,0000003,US,0.69
19-28-06-2016,0000006,US,0.33
13-13-04-2016,0000003,CA,0.99
04-17-01-2016,0000005,CA,1.54
09-07-04-2016,0000006,US,1.53
10-02-04-2016,0000007,MX,1.76
18-26-03-2016,0000010,MX,0.00
23-18-06-2016,0000010,CA,0.90
22-17-06-2016,0000004,US,0.41
04-04-01-2016,0000004,US,1.97
19-06-10-2015,0000002,MX,0.61
22-30-12-2015,0000010,US,1.81
18-30-12-2015,0000008,US,1.67
13-26-12-2015,0000009,CA,0.75
04-25-12-2015,0000008,MX,1.74
03-30-09-2015,0000002,US,1.75
20-26-09-2015,0000010,MX,0.41
23-25-09-2015,0000004,MX,1.58
16-11-06-2016,0000005,MX,2.08
13-09-06-2016,0000006,US,1.76
22-04-06-2016,0000007,MX,1.80
10-21-09-2015,0000002,MX,1.80
16-17-09-2015,0000010,MX,1.64
15-12-09-2015,0000001,US,0.94
19-03-09-2015,0000007,US,0.72
17-15-03-2016,0000005,CA,2.09
16-21-12-2015,0000003,MX,2.08
10-14-03-2016,0000010,US,1.53
08-14-03-2016,0000001,MX,1.85
13-20-12-2015,0000009,US,0.00
14-19-12-2015,0000008,MX,1.69
13-25-11-2015,0000007,CA,0.77
15-20-11-2015,0000005,CA,1.84
11-31-08-2015,0000006,MX,2.10
03-13-11-2015,0000005,MX,0.52
06-19-05-2016,0000002,MX,1.60
03-18-05-2016,0000004,CA,0.44
13-13-05-2016,0000004,US,1.23
13-11-08-2015,0000004,US,1.66
11-11-08-2015,0000001,US,0.66
04-04-03-2016,0000005,US,0.00
05-25-02-2016,0000003,CA,1.64
09-21-02-2016,0000005,CA,1.47
03-20-02-2016,0000001,CA,1.90
05-08-02-2016,0000006,US,0.85
08-03-08-2016,0000003,US,0.00
13-04-11-2015,0000004,CA,0.00
14-01-02-2016,0000003,US,2.08
19-27-04-2016,0000009,MX,0.00
14-25-07-2016,0000010,MX,0.92
23-19-04-2016,0000006,US,0.00
07-23-07-2016,0000007,US,1.50
07-23-07-2016,0000007,MX,0.00
07-31-01-2016,0000006,MX,0.96
03-16-07-2016,0000004,CA,1.21
14-15-07-2016,0000002,US,0.57
20-13-07-2016,0000005,CA,0.32
18-17-04-2016,0000010,CA,1.22
01-27-10-2015,0000002,MX,1.95
01-05-07-2016,0000002,CA,0.59
04-17-01-2016,0000005,MX,0.96
13-15-01-2016,0000009,US,1.37
07-15-01-2016,0000005,MX,0.81
03-14-01-2016,0000003,US,0.43
23-16-10-2015,0000006,US,1.36
11-14-10-2015,0000005,CA,1.93
19-12-10-2015,0000009,MX,0.86
16-07-01-2016,0000002,MX,1.46
09-27-03-2016,0000004,MX,1.31
22-25-03-2016,0000004,CA,0.43
00-06-01-2016,0000010,CA,0.00
17-01-01-2016,0000010,MX,0.48
14-14-06-2016,0000004,CA,1.11
07-14-06-2016,0000005,MX,0.52
19-03-10-2015,0000007,US,0.50
08-03-10-2015,0000009,US,1.54
00-31-12-2015,0000009,US,0.63
17-27-09-2015,0000004,MX,1.93
22-26-09-2015,0000007,CA,1.67
15-10-06-2016,0000003,US,0.79
23-06-06-2016,0000007,CA,1.46
08-05-06-2016,0000010,US,1.72
